id_cliente,nome,data_nascimento,cpf,estado,data_cadastro
a29911fd-6da5-4729-a581-b350eac8482a,Vicente Mendes,1944-07-23,100.525.724-68,PB,2024-12-09
4389c8e8-fa87-4e40-88f9-1b1be48aa515,Catarina Lima,1949-03-03,944.138.012-32,DF,2026-05-18
5fc67c47-930c-4bf1-bb45-e73069cd354e,Dr. Matheus Siqueira,1940-08-14,332.048.538-05,CE,2024-09-22
acffa3e7-59de-468f-af61-cdd95c90c58b,Brayan Casa Grande,1997-10-19,129.525.237-66,GO,2025-10-01
da73786f-b8c2-40cb-b6d1-df6291167512,Heloísa Fonseca,1966-11-23,884.740.777-47,AM,2026-03-09
b2f67e61-da51-480f-b2ad-b465e62139be,Eduardo Melo,2003-08-21,762.279.004-15,ES,2025-09-20
9cdc6258-fb26-4220-92d3-e64db3315b99,Eloah Campos,1965-05-08,052.314.172-74,TO,2024-11-16
334e09cf-1fcf-4196-9da3-6daba65d7ba3,Lucca Ferreira,2007-07-09,572.988.551-10,RN,2025-05-27
3ff77d88-d5f1-402b-a451-a59861f4a375,Bruno Machado,1946-03-21,499.277.641-54,RO,2025-08-17
be7c68e5-ed06-426a-adfb-a30cfca61a56,Dr. Paulo Siqueira,1992-02-05,507.091.919-84,RN,2026-06-23
00bb0f3d-dc72-4a64-884c-abaab40cf2fd,Alexandre Aparecida,1941-09-03,139.917.435-30,SC,2024-09-29
fe668f26-0a1b-4415-b7b2-7cff3807188c,Liam Farias,1976-05-28,335.696.367-43,SE,2026-02-06
9d9d9729-e96c-4d07-a5e7-bb7f10114422,João Guilherme Santos,1965-11-22,312.586.269-17,AL,2025-12-19
7b8e17e7-4741-4019-922f-a681d78a2571,Leandro Mendonça,1943-01-17,214.323.350-95,PA,2025-10-20
453e529d-0f2e-41f0-ba9a-4cc21600abe2,Dr. Lucas Guerra,1960-07-31,039.726.140-50,RN,2024-10-11
9a0f2ee1-fe9a-4d36-9448-aec976fb9aea,Luan Novais,1968-10-10,949.243.262-13,AM,2026-07-04
7e63a00f-e54b-4583-b9c4-b83c2ab25b29,Clara Barros,1979-06-13,663.422.376-18,SE,2024-12-14
04bbb06a-5619-40cd-a005-3eb2608a6633,Stephany da Rosa,1983-04-10,132.072.926-51,TO,2025-06-10
32af9f06-9f1a-4ac5-8cb2-c3a80ac19a02,Hellena Lima,1977-09-28,490.052.611-09,RR,2024-11-16
a59e7de2-c163-4116-8216-3da4b7d99a78,Otávio Mendonça,2000-12-04,131.904.729-35,SE,2025-01-05
000ecd1c-6ee9-46d0-b3e7-c5a8ce61d356,Thomas Leão,1955-03-31,266.967.361-04,SP,2025-10-30
f45b709a-5c46-435a-9ed7-90e5a8f456e0,Sr. Cauã Cardoso,1968-03-25,388.819.215-01,PA,2026-02-18
e988834e-23b0-4ff6-9e0f-462a1bfa9aee,Oliver Fogaça,1990-10-07,451.957.222-05,MG,2026-05-29
755903d5-048d-4053-9954-c57115d9a330,Sabrina Rocha,1954-02-20,065.747.749-64,CE,2025-08-26
c280d367-2939-4b9f-b398-23075f2b98b0,Luara Guerra,1974-03-19,097.496.201-20,RJ,2025-08-09
9d056e88-dc55-4137-b1b0-9438fe78b260,Maria Flor Câmara,1955-06-08,050.351.984-47,PE,2026-04-19
29c4d667-fe61-4a22-99d7-54a066a5a729,Maria Sophia Barros,1989-01-31,846.661.330-14,RS,2026-04-03
3b7787a1-71d4-47a0-8986-c83d281cde25,Davi Mendonça,1963-08-19,161.010.806-93,AM,2026-02-11
8e1cf263-6aa3-4660-ba1b-2bacc08a5265,Marina Costa,1973-12-27,023.047.426-96,RJ,2026-03-14
3e834342-795d-452e-a072-ae9f7b3dde64,Dr. Arthur da Cunha,1985-06-09,601.298.892-88,PR,2024-10-11
7387b346-180b-4ad4-93e2-eff7921bb7d9,Luara Siqueira,1992-06-28,239.216.750-30,SP,2026-02-26
34497d85-b9df-42f1-8bec-1caf3274f8fd,Clarice Vargas,1990-12-04,337.739.388-80,DF,2025-06-13
4a8eb887-ee06-416d-9cee-1dd8f1c55a40,Dom Ribeiro,1972-11-11,228.538.798-70,BA,2026-08-09
656116e1-a4c4-4015-9840-63249d5e19ee,Sabrina Duarte,2006-07-25,119.687.072-55,RR,2026-08-06
bf70fe66-f8a2-45e5-b2c5-ae2ebca9a626,Sra. Emanuella Sales,2004-10-24,919.804.516-30,RS,2026-02-10
4a8761b1-bb6e-4bd0-8bb7-953890865be9,Luiz Fernando Ribeiro,1991-12-05,421.630.936-02,MG,2025-06-11
e1cb8ab1-e4fd-4013-a972-bbfbfb516ef6,Isadora Lima,1959-07-15,256.696.695-26,AC,2024-09-30
ceb31dfc-616d-43ab-bf33-a1ea090ddc04,Fernanda da Conceição,1993-03-21,154.663.509-09,RJ,2025-09-18
b05601bd-97cb-40c5-a19c-15bdd3ab526f,Maya Souza,1978-02-14,396.701.786-63,PR,2026-01-15
44ae63be-bd01-43ec-a229-2227ae97dd8a,Alexandre Nogueira,1969-12-23,522.163.862-31,MS,2026-08-19
108a5896-d05c-4668-a34a-29df9fb29a6d,Davi Lucas Fernandes,1990-08-15,541.055.517-48,PI,2025-12-22
05edab2d-587c-4868-985b-0b64733e0eea,Beatriz Castro,1943-02-04,497.338.507-44,AM,2024-12-12
6a63f252-1926-4bc4-9ee6-faf3024c8b3b,Bryan Leão,1977-10-17,610.076.372-08,RN,2025-06-25
4914caa2-04f7-41a3-a66a-fdae844f0786,Erick Vargas,1943-03-20,189.477.334-35,DF,2026-07-03
413e3e8a-4edd-4eb9-9338-3025a906e8e8,Bianca Duarte,1955-07-11,882.197.409-77,ES,2026-08-04
f7fd788b-e534-4abb-94e2-cb6c15e81220,Dra. Rebeca Leão,1986-01-27,078.784.709-13,MG,2025-08-31
a5106f8e-2101-4462-b1dc-1abeac1110c1,Brayan Ribeiro,1973-04-20,081.184.652-77,AP,2024-11-03
5129ac7c-fe2d-4dd4-a6cd-82c7de34631e,Benjamim Farias,1946-04-22,243.196.444-84,DF,2025-08-04
4e783634-5462-4e75-81a2-58d2ed30aa01,Helena Moura,1983-02-05,438.102.400-36,SC,2024-10-02
c881aff4-6399-4836-8023-e50f2dff3cad,Ravy Rodrigues,1959-07-16,252.886.186-67,GO,2026-05-28
c7019ba1-3f7b-4c07-a5ca-b4ca5c640005,Emanuella Almeida,1996-04-20,267.287.912-96,RS,2026-07-17
821031cb-9e3e-4e95-99aa-b15351308205,Bárbara Rocha,1974-09-29,130.266.962-04,GO,2025-08-25
56ce1e54-8689-4c5a-9487-2597acdf6449,Isaac Macedo,1952-09-09,536.186.739-69,RJ,2025-06-30
850a8ea0-8f49-4e16-9744-9673f6644901,Apollo Câmara,1969-01-06,252.999.685-12,PB,2024-09-13
31d568e2-b47a-4e90-8729-386a2d768a84,Caroline Cavalcante,1973-08-17,434.045.447-13,PB,2025-08-09
dd77c077-9fae-42a0-b810-5132e54036c4,Vitor Cirino,1938-06-19,526.309.747-13,TO,2024-11-12
27b7eafc-d6ed-4c25-939e-0c1ebae08710,Dr. Eduardo Borges,1950-04-25,462.125.306-34,BA,2026-03-13
b0fd67ac-a8f1-4a94-9588-55b929565b7b,Liam da Rosa,1943-01-27,217.555.023-58,CE,2025-05-20
a7d242f3-2086-4e6c-8a4a-c781f8fbecf8,Rafaela Sousa,2003-09-19,920.180.513-21,RR,2026-04-08
d7725ff8-a974-4cc8-8391-9810c9df711d,Luan Caldeira,1948-12-28,711.231.707-00,MS,2025-01-05
3d285c26-0bd0-446e-9dbc-856e14f19912,Dra. Maria Fernanda Vasconcelos,1973-07-02,297.263.936-72,GO,2025-10-29
981f1e9c-d336-4f1b-bd64-3b7136d46988,Leonardo da Mota,1964-12-15,191.900.915-95,MS,2025-12-02
fd6579e2-03b3-4988-b5a8-b7f9b5900f50,Bruno Alves,1954-06-19,235.448.609-67,AM,2024-11-29
af57e7e6-7626-4ef7-9004-6aa1bc1fe1ca,Bruno Mendonça,1982-12-14,264.416.365-16,MG,2024-11-25
6c937c59-7a8a-4ea1-87d6-4a5a3b797dba,Dra. Emanuelly da Luz,1972-05-17,570.565.501-19,CE,2025-09-18
c765f2a9-774a-4193-9715-1f8c3e71a3dc,Arthur Gabriel Barros,1994-08-14,322.007.177-85,PB,2025-04-17
e316b8a3-5965-410f-99ee-2b129ef762d1,Maria Sophia Correia,1993-09-18,111.033.681-06,GO,2025-10-10
294091c9-bbd6-4521-9982-c42930d2d202,Cauã Novaes,1970-06-24,095.424.787-29,SE,2025-03-25
5bcbda06-a3bd-4216-a2ac-c8b178657133,Sra. Zoe Sampaio,1974-10-27,038.406.983-91,PA,2026-05-30
b4343915-2bae-4357-ac06-7e466c26c5d3,Ana Luiza Araújo,1996-07-29,599.669.732-81,AL,2025-08-18
df7e2160-b15a-443c-bfe3-110c8a27c907,Maria Julia Pereira,1975-06-21,979.696.276-45,PI,2025-12-01
f3f1c4d6-8407-4925-b24c-609c4d71280b,Théo Casa Grande,1941-03-09,609.272.815-05,ES,2026-01-13
ed8ef1a1-bb41-4016-8bd2-8474aa154113,Ryan Mendonça,1979-02-10,649.986.298-62,PI,2026-01-25
0fb1a3d7-d8b8-4b3d-81a5-da5ed6b29838,Dr. Oliver Novais,1952-01-09,201.434.852-13,RJ,2025-06-20
81145be3-2d86-464e-99dc-9df7c3a5356a,Sr. Lucca da Costa,1970-11-13,794.508.359-62,MA,2025-06-29
a7f89d34-a5f7-4543-989f-2a62ec644828,Pietra Alves,1961-06-03,380.168.661-02,ES,2025-12-31
576ebc05-a663-4752-af85-5b325bb2ebf3,Mirella Monteiro,1979-11-23,229.421.625-75,RR,2026-06-29
d3d11407-7e6c-44ef-a813-9d20ba3ebaa7,Sra. Ana Clara Lopes,1937-11-18,074.397.774-29,GO,2025-11-10
87fbe95e-3e2f-47ee-a0e1-a765f018ae85,Laís Pinto,1964-12-13,386.549.450-37,BA,2025-05-17
e7d1d03b-3ce4-4964-a03a-1a5397354ee3,Srta. Natália Barros,1991-02-15,629.594.679-74,RS,2025-01-23
6c2dc696-b807-4311-8439-dfe80c628339,Davi Lucas Sá,1987-05-19,631.004.220-39,SC,2025-07-11
0c962f93-5eae-415d-a82b-60d8ed7ae170,Marcos Vinicius Ramos,1989-01-21,182.461.808-28,AC,2025-01-06
147e2ce8-dbc4-4301-8bb0-9640b7cc4f48,Laís Cavalcante,1952-03-01,426.963.851-24,RJ,2025-10-24
e1c34e65-1f3a-46b4-9345-6dbb7bdcc86a,Bryan Vieira,1958-07-06,112.748.780-92,DF,2026-05-23
5fde72ca-339c-4f41-be2a-65b71f649b20,Vicente Carvalho,2005-05-14,475.681.435-80,BA,2026-01-05
c77e8f8b-e475-4106-b11b-4cfd6dac9be7,Otávio Cavalcante,1940-02-04,356.995.007-01,BA,2025-06-22
379b9775-067b-4240-9bf7-ab7c6801f282,Maria Pereira,2001-11-02,843.322.699-19,AL,2025-06-19
b2f69bb6-2716-4d70-9010-8bd64cab160e,Thomas Siqueira,1965-04-09,770.576.325-79,PA,2025-03-22
57334097-9ecb-4036-af3e-36845bd9479f,Leonardo Martins,1973-08-12,658.536.586-60,MT,2026-04-24
45577d5b-2577-40f9-8a9d-21157f514ccf,Sra. Ana Clara Almeida,1978-03-29,243.978.886-40,PE,2024-12-04
9978b41b-4a5b-4cd4-8246-229d2e5d5345,Maria Helena Nogueira,1968-01-04,943.638.102-21,MG,2026-04-05
4d6ac11b-dd62-4cd8-b489-bd96fa827eec,Ana Julia da Cunha,1945-12-24,690.310.641-00,AC,2026-02-25
bd9168bb-bcd9-4df1-ac04-0d40f0252ca5,Ana Laura Costa,1969-01-16,123.983.567-07,TO,2025-12-09
830204da-f650-4655-8721-3db8d015f509,Lorenzo das Neves,1938-07-01,730.355.519-31,PB,2026-08-03
895143e9-d86e-491e-b789-562cc603baaf,Ian Silva,1995-11-19,517.280.050-40,PB,2026-03-02
41449cc0-cd82-40c4-aa93-11865bd8a53a,Marcela Macedo,1988-09-12,155.085.089-63,RR,2025-02-18
33f825b1-86cb-4277-89c1-4fa7e64cca95,Anthony Gabriel Araújo,1958-04-28,370.800.404-01,AL,2024-12-16
e5a7a02e-f0ea-454e-9b6f-a8477d591cb5,Emanuel Rezende,1965-01-18,700.526.642-19,MA,2026-02-28
7854f010-d125-4d10-9e11-38f58c64d35d,Sr. Nicolas Brito,1978-11-27,044.040.307-69,CE,2025-07-19
4d25e8eb-bbfe-4755-8f73-4e0053ee8033,Bruna Souza,1960-04-28,333.038.371-47,SC,2026-05-08
7271f44a-7953-47bc-9b66-2c735bdaa6d9,Sophie Pacheco,2001-02-23,348.560.747-76,PE,2025-10-05
8cefa18a-11f9-4e39-b4db-0395685bbcd5,Mariah da Rosa,1995-03-22,476.026.398-01,RR,2025-04-09
b7bb3bf5-c584-443a-b074-3eae5865cb18,João Pedro Caldeira,1963-12-01,583.949.446-86,MG,2026-01-25
120f78e3-6ace-4f0b-bff0-a5e6455523eb,Ágatha Câmara,1957-08-28,196.357.730-30,PB,2026-04-26
52e32fa8-d843-4c7b-ba51-162fe44875c0,João Lucas Silva,1958-06-06,041.046.392-77,RS,2024-12-19
1f253c2c-eb17-48f6-965f-554cc52a37fa,Luna Silveira,1980-10-06,277.616.818-59,PR,2026-05-11
f7d0b941-2284-4c3e-8c4b-796aba40975b,Gustavo Fogaça,2004-12-19,084.983.236-12,BA,2025-02-27
5509cb19-bbd3-46b6-bf60-0e1691880c68,Maria Sophia Vargas,2003-03-17,986.924.777-02,RS,2026-02-17
cd86b0eb-7040-453d-9c25-e990aaf0827b,Maria Vitória Nunes,2005-01-18,230.010.544-38,SP,2025-06-27
bfb685bf-7b89-4472-a738-d51498a6df3f,Rhavi Sales,1949-07-14,281.395.885-81,GO,2025-02-02
517fcaa4-86b6-46f8-aadf-315038645fe7,Mathias Vargas,2006-04-19,104.043.364-67,SE,2025-06-16
c638c69a-d70d-42a4-9040-56dc05526ae4,Maria Cecília das Neves,2006-09-21,444.217.486-35,PA,2025-02-01
3c794ce1-f608-4b5c-8d2a-877802c3c7fc,Mariah Vargas,1975-10-30,978.621.316-67,GO,2025-12-07
5616d465-e3c6-458f-b155-6f0c43f53b43,Antonella Souza,1971-03-15,262.759.745-95,PI,2025-03-31
98d18b2d-5632-44ef-8ff9-ba5722d4f8eb,Dra. Zoe Guerra,1949-02-23,931.634.872-81,RO,2026-06-02
be6320ad-37e7-4be3-9d52-bfc4bd088874,Ryan Cavalcanti,1956-01-18,082.105.980-90,GO,2026-02-25
f026fa1e-297d-4c04-80b5-cd5f1311c22f,Nicolas Araújo,1953-05-16,535.729.726-89,PB,2025-09-06
a7f9c67d-fbc6-4106-b55b-e592966018b7,Pedro Henrique Vieira,1988-04-03,196.667.352-33,BA,2025-04-26
a4bd90ad-d70d-42bd-a24b-1c8bd473e54c,Anthony Gabriel Caldeira,1939-12-05,193.182.588-99,MT,2025-09-11
25e6d77d-f744-4163-b6dc-febe425cf80b,Joana Andrade,1967-03-31,678.768.312-10,GO,2024-12-20
38d34c7e-ea9f-48ec-98bf-aa6530e54ac1,João da Rosa,1989-07-20,401.728.273-38,RN,2025-01-04
495e16fb-13a0-4159-b86d-fea68269f428,José Aragão,1977-04-17,635.638.648-40,RN,2025-10-31
1bcc83ca-8859-48e9-aefc-54d006d6260d,Stella Sá,1951-02-15,196.913.534-17,SE,2025-05-08
e3f6ef19-9701-45da-96ea-b80b313a9e1b,Nina Cavalcante,1948-09-28,335.344.545-91,AM,2025-02-27
4a6c1200-de4b-4ba3-9a81-1a3249423cae,Emanuelly Macedo,1978-05-22,336.951.239-71,MT,2025-08-06
38cf9bab-f9dc-44e0-b155-d8ec79551b3b,Yuri Costa,1974-11-19,638.198.121-54,AP,2025-11-02
7dbaab12-d261-463a-a9fb-66b66f0e3d9c,Sra. Isabelly da Costa,1978-03-14,803.679.057-50,PR,2024-12-13
ed068d27-3aac-4e03-9f60-4c1b5658722f,Natália Duarte,1984-10-31,379.356.151-04,PR,2025-03-14
602be63a-9910-49ba-a6fa-22729846ec1a,Sra. Ana Laura Aragão,1963-07-28,622.218.882-60,SP,2026-02-05
4fd0f364-bcdb-4f61-a033-205f69db87a5,Sr. Enzo Gabriel Pimenta,1973-02-02,359.979.180-06,CE,2025-03-07
d6c38010-287f-421d-9842-a76bd352833c,Lavínia Santos,1943-07-02,743.990.697-87,CE,2025-07-07
efa1e880-d293-4593-bfdc-fb76e5037e5a,Srta. Luna Mendes,1988-10-11,766.718.236-48,SC,2024-08-30
1c679484-ee37-4ce1-9015-88cc70f46ec8,Bárbara Azevedo,1963-02-27,291.191.727-16,RR,2026-02-19
06e1ce79-3040-4201-8029-be1b3d39c710,Diogo Rios,1963-03-15,733.359.694-38,TO,2026-04-13
b881e038-23e1-48f8-bfd7-6e1fcbc49f04,Fernando Cassiano,1941-11-10,474.385.667-90,PR,2024-11-29
5fcc84d7-ac4d-4a3b-bb7d-e0dca8c489ed,Vinícius Teixeira,1962-08-25,252.751.795-91,PA,2024-10-26
561249cb-29fa-4090-a7d4-10508793254a,Lavínia Araújo,1964-01-28,271.363.793-43,RS,2025-03-26
d45d4bb7-b8f7-485a-b1f3-22eeb06e28ad,Ana Liz Ramos,1982-11-27,352.180.821-21,TO,2026-04-17
1bbbe0c9-7cbc-42ef-a394-22b17ccf8742,Sr. Guilherme da Rosa,1945-01-01,099.432.489-24,AM,2024-11-15
c713805d-6a41-49a6-9826-1afa34c4be8b,Juliana da Mota,1982-11-18,892.950.894-63,AP,2026-02-16
435da5db-141b-4b59-a340-a57931a2d178,Srta. Maria Laura Sousa,1939-06-05,791.057.573-41,GO,2024-12-11
b38247f5-517b-4d0c-ad13-1f0ece343e85,Gabriela Barbosa,1941-01-01,939.523.507-91,MA,2025-12-06
3c4ed9b9-04ab-4048-8b92-d31249c09514,Luísa Vieira,1962-05-26,566.536.553-49,PI,2024-11-05
57a21ebf-a264-4a9b-aa47-22b317de4777,Melissa Silveira,1968-08-01,064.918.973-00,SE,2025-08-05
ba9f4f68-1787-479d-ab9d-fb895bbddfab,Liz da Rosa,1985-02-04,953.254.342-99,MA,2024-09-22
84419019-0d55-4540-ada0-ccb9f8711bc1,Luiza Campos,1938-04-27,834.294.862-28,PI,2024-09-17
7eaaed52-f68c-43d3-871a-7e3d5cab84b6,Mirella Moura,1944-09-20,064.504.052-47,RN,2025-04-23
b12a50e6-9cf7-4030-b0e9-dbe99ac607dd,Dra. Isabela Sampaio,1953-06-26,409.177.585-34,MS,2025-11-02
57615c40-7c9b-49f4-8a84-6b676ea057b2,Lucas Gabriel Campos,1995-03-05,705.115.110-49,ES,2025-07-09
d683c74e-f2f0-4d25-bc04-bb6edd8dd4ce,Joana Moura,1983-04-01,625.743.695-03,AC,2026-01-25
23089050-ba43-479c-998d-b6d257622d04,Manuela da Cunha,2005-11-03,749.710.840-53,AC,2026-06-30
9a3f7323-5bcf-4bad-96d9-3107cdbafa89,Eduarda Nunes,1981-10-26,814.586.976-06,SE,2025-10-09
b17892bd-a88f-42fc-8c40-611272db9ca8,Gustavo Guerra,1945-08-02,001.037.770-76,RS,2026-02-02
021b988e-93b7-484e-96aa-2a785d9e2bea,Murilo Araújo,1982-07-31,212.943.152-64,SE,2026-02-04
df054641-e205-47f2-96f0-40a6cde2aabf,Sr. Antony Araújo,1976-10-17,987.478.291-95,CE,2025-05-02
071f3ec2-f5e4-4907-8cba-b1260f7330dc,Gael Dias,1947-05-08,152.908.049-09,RN,2025-04-14
0063bade-5dea-47bb-bd38-3566bfcbd2e3,Luiza Rios,2005-01-19,970.169.760-06,PI,2025-05-16
7de7afd1-c1f7-4034-989b-dd93c761242b,Sra. Luana Andrade,1973-02-14,725.173.793-77,BA,2025-10-24
321b3c73-1bac-4131-afcc-4f930d1256b8,Olívia Almeida,1950-08-16,902.979.654-20,BA,2026-01-02
8e76fb96-f42e-4dd4-9805-8403ed1b1798,Luiz Gustavo Lopes,1972-03-12,883.374.158-13,AM,2026-06-28
bdf4668e-f98b-4d14-bd7e-0ec3ad92830e,Sra. Stephany Gomes,1962-08-13,374.080.036-54,GO,2026-03-17
e2dbfe59-a45f-42a4-b7bc-d9c4f2f066b6,Lívia Pastor,1988-01-23,373.833.484-23,PB,2026-07-21
4d851e69-3c35-4ad9-a06f-af28a2243a0b,Gabrielly Novais,1959-04-25,110.526.396-65,TO,2026-04-13
683634bb-381c-4a60-9a41-dc5995d9fe41,Manuella Ramos,1937-07-11,254.296.290-28,AM,2025-05-10
2e09c91a-eb0a-4088-9966-51be47322a41,Vitor Nunes,1993-09-28,148.001.084-34,RN,2025-04-04
cf81f54f-8fa5-4c48-ae29-b2982f40b147,Bárbara Almeida,1972-11-03,025.451.340-29,ES,2025-10-29
26a243d6-4b8d-4445-a623-767c5a4648bd,Ana Cecília Leão,2002-05-20,707.247.730-07,SC,2025-12-16
4fef0f34-98d6-47f7-8f64-01bfea9f5ab5,Anthony da Mata,1941-11-13,552.504.605-76,ES,2026-07-19
e767275c-9999-4795-b732-c682ed28c606,Erick Rocha,1992-07-23,825.762.016-17,AP,2024-09-12
32e08e41-e4dd-47ee-9494-7680c4552f93,Sra. Bruna Macedo,1955-04-04,492.041.169-74,MT,2026-06-15
01dd167e-1e91-42ba-8e6b-e0259fd37c4b,Valentim Viana,1980-09-06,067.330.759-22,AL,2024-12-02
97b64b98-7a39-4a7b-8e73-b16403557840,Emilly Santos,1946-06-25,651.194.447-87,RJ,2026-02-01
d80444a6-c729-4b37-9907-cdd00aac6824,Dr. Noah Costa,1989-03-10,858.948.197-87,PI,2025-09-04
c1eb7c71-b347-4a0f-bbc8-cf78321f22c9,Júlia Novais,1999-06-12,176.261.877-93,PI,2024-11-07
2e665d2f-8b8c-4753-a20e-c3020d85f73d,Ana Cunha,1945-05-04,421.797.031-15,AC,2025-08-30
49b07896-fb41-475b-8460-4dfbd2949b78,André Albuquerque,1948-08-18,144.946.553-86,SP,2026-05-22
de3a02af-d2dd-4855-bef8-fe1a10c9abb1,Marcela Cirino,1939-03-15,863.881.041-83,AM,2026-02-06
bcf11e93-5ab7-4729-86c8-e2113ffb5c83,Mateus Câmara,1956-04-12,663.810.813-32,SP,2025-03-23
a3e76b67-41d6-4597-96b2-0b4763973fa2,Ester Siqueira,1986-04-27,284.814.431-75,RO,2026-05-24
fc8df3c9-93ae-4c09-9222-75dd85415a55,Yuri Borges,1988-02-29,430.700.160-60,PR,2024-11-25
16f7d7fb-4d47-46e9-bfff-ae6bc8211763,Sr. Vitor Gonçalves,2007-06-07,534.762.594-89,PA,2024-10-01
d0be893e-07b5-4c4d-a19b-060fa9f10648,Elisa Melo,1975-07-02,703.069.373-75,RR,2025-11-27
b93f5659-022d-4765-a245-248fb6e65393,Maria Julia Peixoto,1977-08-10,652.787.841-68,RS,2025-03-19
92002f2b-816b-430d-a987-02d31cf31be1,Josué Jesus,1978-07-07,472.269.699-57,PE,2025-12-22
ee4f5f89-7dc7-481b-87e8-10e5a5d27534,Bárbara da Costa,1963-09-13,907.429.920-35,RJ,2026-05-14
e22e6580-d734-4353-90a1-10ee21ae4ed7,Amanda Macedo,1968-07-26,004.299.804-82,CE,2025-11-23
d98ad9d5-d9bd-42d1-b2dc-34a1e3d672db,Kaique Ferreira,1948-04-14,536.812.391-51,RN,2025-12-12
dc3484ec-f8e9-4629-b3b0-04335521dc62,Arthur Miguel da Rosa,2004-09-16,399.768.061-16,RS,2025-01-15
d9eb3b3e-d713-41b0-8866-6458b0f836a9,Sr. Noah Montenegro,2007-12-03,700.739.962-74,PE,2026-04-26
41889f62-405c-4296-9792-2c1293bbc7ef,Letícia Gomes,1983-02-10,606.053.895-39,SP,2025-05-19
c6add7fc-b610-4b65-a9a6-3dc2ec7e1249,Enzo Gabriel Freitas,1952-02-05,647.497.410-68,RR,2024-11-24
1e9115ab-a832-43cf-8159-8fd8e53865f0,Pietra Nogueira,1982-11-26,374.100.539-31,AP,2026-02-18
f2dad72e-f6af-4c0a-bdb5-c1a4c80ffea3,Sra. Clara Sampaio,1942-11-07,642.614.854-09,PE,2025-01-16
d5fcc787-d718-4d51-aa05-bd4e51212128,Mariah Correia,1984-03-09,746.943.897-71,RO,2025-11-30
55380197-dc52-48f5-82d3-9f8586b0201a,Kaique Cardoso,1989-04-02,516.127.002-15,MA,2025-02-03
97a37835-1b9d-4de1-9e3d-9e9086b76947,Sr. Liam Porto,1981-11-10,973.472.688-70,RR,2026-07-21
3066620c-7842-4a9d-a3a1-8c5798dfcc15,Oliver Pinto,2003-09-02,366.249.759-98,SC,2025-05-05
b2338273-afa9-4ff6-bff3-825a44848ce5,João Vitor Gomes,1941-07-03,427.901.447-50,AL,2024-09-17
d706dd34-fddc-45c3-b2f5-d099048e200c,Isabelly Aparecida,1987-09-08,204.502.220-67,PB,2026-07-27
30d7916a-1150-48c2-aac5-73e2ab9711d4,Asafe Teixeira,1964-01-19,226.449.987-19,MG,2025-03-19
7d96580f-e7e9-4b2b-ab0b-c03f0feaed83,Maya da Cunha,1977-05-04,586.606.296-01,PI,2026-07-24
300a430d-35fc-4953-868d-509fa7c14855,Sr. Luiz Felipe da Costa,1988-02-16,775.322.750-72,RO,2024-10-14
0a3edc7c-0b6b-4b0d-9c3b-d49468abb77c,Giovanna Pimenta,1999-09-16,236.074.207-99,SE,2026-04-14
31aee0e2-634e-4c2a-b500-10e34059afe6,Hellena Costa,1947-09-21,090.401.461-04,MT,2025-10-30
aad34eaa-13fd-4ed5-a1f7-9bf283fed44c,Sra. Luiza Almeida,1949-09-20,634.571.243-51,PE,2024-10-21
64eddcf4-1315-4bdc-aa42-f9d10a8fad9e,Léo Novais,1952-03-30,205.270.905-12,SP,2024-12-01
687f8963-8eba-46e3-8dc6-e16bf6f1f11b,Esther Pastor,1940-02-24,070.950.188-76,MS,2024-10-28
9e7ab6a2-54c0-4a2e-9988-4ccdb611b4e0,Otávio Campos,1995-05-14,843.869.484-00,PA,2025-05-18
0a94be0e-b468-4e7c-8d3d-803c4e5b0dd8,Isadora Pires,1984-03-15,705.727.249-93,RN,2024-09-26
067696cc-4020-4421-8542-f83a976ae7eb,José Campos,1936-03-05,438.706.176-93,DF,2025-11-06
d3c31709-6fa6-4204-9bd9-b305a559d9bb,Luigi Leão,1997-02-22,814.670.802-01,AC,2026-04-17
288f73d2-f22a-4184-b211-0f76a2a06498,Bento Fogaça,1988-04-01,237.574.595-64,PA,2026-05-08
5b63f642-389d-4988-8ab2-23d11e0b235f,Leandro da Rosa,1967-04-09,293.972.933-08,PA,2025-04-24
f709db81-c006-4d74-b2f6-b4b3e471b98a,Allana Andrade,1971-10-31,255.655.862-07,ES,2025-07-22
488522db-63cb-4733-a8ef-a02372d507ae,João Miguel Vieira,1985-04-21,446.616.375-65,SE,2024-11-27
3af46d17-f25f-4590-8fcb-fccce3ab6053,Bella Moraes,1953-04-21,490.245.482-83,PB,2026-03-07
acca05ab-9021-47ca-85e4-c10b04bc799d,Nicole Lima,1949-06-15,080.623.342-99,AM,2025-12-07
4d13667c-1e16-4fe1-bcb5-d18b0adb9cca,Dante da Cruz,1962-06-25,453.505.605-22,SC,2026-06-28
f2813e35-9146-4c79-8fbf-1f7485fd8016,Dr. Theodoro Montenegro,2004-09-16,790.985.296-46,AP,2025-06-27
6bdae59a-bcfa-4e2a-b814-daf7582105c8,Luiz Felipe Albuquerque,1950-06-17,969.695.637-87,GO,2025-02-11
4ca90f60-7ef0-4960-91d5-8f278d77e4df,Melissa Pires,1975-10-05,801.370.099-37,RS,2025-04-26
1e6d2d1a-ee02-417a-a9e3-c4d472e9fe90,Larissa Rodrigues,1941-07-04,205.041.472-02,RN,2024-09-06
7a51bc87-2df6-449e-9414-0523395e12e9,Thomas Cavalcante,1982-02-07,107.675.819-19,MT,2024-10-18
